"restaurant_id","restaurant_name","restaurant_type","area","dine_rating","dine_reviews","delivery_rating","delivery_reviews","cost_for_two","liked"
"169","Cream Centre","Casual Dining","Baner","3.8","462","3.4","240","1600","Nachos, Pav Bhaji, Biryani, Brownie, Ragda Patty, Pasta, Chole Bhature"
"170","Smoke House Deli","","Shivaji Nagar","0.0","0","0.0","0","1600",""
"171","Dario's","Casual Dining","Koregaon Park","4.5","3420","3.7","1847","1600","Pasta, Pizza, Nachos, Tiramisu, Risotto, Salad, Ravioli"
"172","Déjà Vu Bistro","Casual Dining,Bar","Hinjawadi","3.9","638","0.0","0","1600","Cocktails, Dal Tadka, Pizza, Mocktails, Tikka, Tandoori Chicken, Cheese French Fries"
"173","Shizusan","Casual Dining","Phoenix Market City, Viman Nagar","4.6","1645","4.4","653","1600","Sushi, Dumplings, Rainbow Maki, Mocktails, Fish, Pad Thai Noodle, Chicken Satay"
"174","Kokkita","Casual Dining,Bar","Hadapsar","4.1","551","3.9","1842","1600","Mocktails, Roti, Cocktails, Fish, Matka Biryani, Chicken Sherdil, Masala Papad"
"175","B Dazzld","Bar","Wakad","4.0","247","2.9","51","1600","Mocktails, Nachos, Cocktails, Dal Makhani, Blueberry Cheesecake, Tikka, Naan"
"176","The Eye Club Resto Lounge & Bar - Hotel Hindusthan...","Lounge,Casual Dining","Hotel Hindusthan International, Viman Nagar","3.1","189","0.0","0","1600","Salad, Tiramisu, Tea, Sandwich, Fish Tikka, Noodle"
"177","Tipzo","Bar,Casual Dining","Pashan","3.9","121","0.0","0","1600","Pizza, Cocktails, Fries, Mocktails, Bruschettas, Bbq Chicken"
"178","Deewan Khana","Casual Dining","Balewadi","4.1","318","3.2","299","1600","Mutton Thali, Non Veg Thali, Sol Kadhi, Chicken Keema, Sea Food, Sev Bhaji, Fish Curry"
"179","11 East Street Cafe","Casual Dining,Bar","East Street","4.2","3898","3.9","1236","1600","Pasta, Pizza, Cocktails, Bacardi Chicken, Mocktails, Beer, Nachos"
"180","Azzurro","Pub,Casual Dining","Baner","4.0","1082","0.0","0","1600","Cocktails, Mocktails, Pasta, Salsa, Chicken Tikka, Chicken Wings, Pizza"
"181","Bird Valley","Casual Dining,Bar","Chinchwad","3.5","58","3.5","42","1600",""
"182","Manali-Family Resto Bar","Casual Dining,Bar","Baner","4.1","653","4.1","193","1600","Paan Shot, Peri Peri Chicken, Paneer Lababdar, Noodle, Spring Roll, Mocktails, Masala Papad"
"183","Teritree","Casual Dining","Hadapsar","4.1","242","0.0","0","1600","Tikka, Hot Chocolate Fudge, Dal Makhani, Pasta, Mocktails, Tandoori Chicken, Pizza"
"184","Bacharika- Rooftop Bar And Kitchen","Casual Dining,Bar","Kothrud","4.1","238","0.0","0","1600",""
"185","Basho's","Lounge,Casual Dining","Mundhwa","4.3","1338","3.2","48","1600","Butter Chicken, Beer, Cocktails, Manchow Soup, Fish, Mocktails, Chicken Tikka"
"186","Village Roof Top Lounge and Dining","Bar,Casual Dining","Kondhwa","3.5","401","3.7","75","1600","Lime Soda, Cocktails, Mocktails, Roganjosh, Beer, Biryani, Cheese Garlic Naan"
"187","Sigree","Casual Dining","Hotel Shree Nanda Excellency, Aundh","4.1","1984","3.1","71","1600","Fish, Jalebi, Dal Makhani, Chicken Biryani, Tandoori Chicken, Curry Crab, Salad"
"188","Kohli's Firangi Dhaba","Casual Dining","Hinjawadi","4.0","1516","3.5","126","1600","Mocktails, Biryani, Chicken Shawarama, Butter Chicken, Butter Naan, Rabri, Nachos"
"189","Hoppipola","Bar,Casual Dining","Hotel Shree Nanda Excellency, Aundh","3.9","2704","3.9","37","1600","Cocktails, Pizza, Nachos, Pasta, Mocktails, Chicken Wings, Chicken Popcorn"
"190","Kapila Garden Restaurant & Bar","Bar,Casual Dining","Dhole Patil Road","3.0","11","0.0","0","1600",""
"191","The Break Room","Bar","Baner","4.1","634","3.3","393","1600","Cocktails, Mocktails, Paneer Khurchan, Cheese Garlic Naan, Salad, Chips, Pasta Alfredo"
"192","ALC Bar & Bites","Bar,Casual Dining","Kothrud","3.7","38","0.0","0","1600",""
"193","Kadar Khan's Sheesha","Bar,Casual Dining","Pubtown, Creaticity Mall, Yerawada","4.0","458","3.6","38","1600","Biryani, Dal Bukhara, Chicken Tikka, Mocktails, Paneer Shashlik, Dal Makhani, Gulab Jamun"
"194","True Tramm Trunk","Bar,Casual Dining","Aundh","4.4","641","0.0","0","1600","Cocktails, Pizza, Chicken Bbq Wings, Paneer Tikka, Nachos, Burgers, Long Island Iced Tea"
"195","Abyssinian","Casual Dining,Bar","Koregaon Park","3.9","126","0.0","0","1600","Coffee, Injera, Baklava, Samosa, Popcorn, Cocktails, Dumplings"
"196","British Brewing Company","Pub","The Pavillion, Senapati Bapat Road","3.9","160","3.9","63","1600","Fish, Beer, Fries, Wine, Pizza, Chips, Wings"
"197","ZORA","Casual Dining,Bar","Creaticity Mall, Yerawada","4.3","579","0.0","0","1600","Pork Chops, Veg Starter, Mushroom Galauti, Soya Chop, Cocktails, Butter Chicken Lasagne, Chicken Biryani"
"198","Citrus Cafe - Lemon Tree Premier","Casual Dining,Bar","Lemon Tree Hotel","3.9","91","0.0","0","1600","Salad"
"199","Sky High - The Club","Bar","Kharadi","3.7","242","0.0","0","1600",""
"200","Avishkar Resto and Bar","Casual Dining,Bar","Shukrawar Peth","3.8","14","3.9","64","1600",""
"201","Rude Lounge","Lounge","Viman Nagar","4.2","1020","4.3","348","1600","Mocktails, Cocktails, Brownie, Paneer Tikka, Pasta, Noodle, Beer"
"202","Crazy Chef Lounge Bar","Lounge","Kharadi","3.6","28","0.0","0","1600",""
"203","Over The Top - Radisson Blu","Casual Dining,Bar","Radisson Blu, Hinjawadi","4.4","909","0.0","0","1600","Cocktails, Pizza, Beer, Pasta, Wine, Mocktails, Karari Roti"
"204","Coco Jambo Tiki Bar","Bar,Casual Dining","City Hub @ WTC, Kharadi","3.8","108","2.6","47","1600","Cocktails, Mocktails, Paneer Satay, Craft Beer"
"205","Exo-Garden - Grand Exotica Business Hotel","Casual Dining,Bar","Grand Exotica Business Hotel","3.7","135","0.0","0","1600","Biryani, Mocktails"
"206","Aubergine - Parc Estique","Casual Dining","Parc Estique, Viman Nagar","3.3","129","0.0","0","1600","Breakfast Buffet, Pasta, Chicken Tikka, Fish, Lunch Buffet, Chicken Salad, Rabri"
"207","The Big Chill Bar Underground","Bar,Casual Dining","Hinjawadi","4.0","398","0.0","0","1600","Cocktails, French Fries, Butter Chicken"
"208","All Time High - Bar & Eatery","Bar,Casual Dining","Mundhwa","3.3","20","0.0","0","1600",""
"209","Dream Knight","Casual Dining,Bar","Hadapsar","3.5","54","0.0","0","1600",""
"210","Parsi Dhaba","Casual Dining","Della Adventure Resort","4.4","921","0.0","0","1600","Keema Pav, Chicken Farcha, Paneer Tawa Masala, Salad, Custard, Dal Makhani, Chicken Dhansak"
"211","Sanika","Casual Dining","Hotel Kalasagar, Pimpri","3.1","56","0.0","0","1600",""
"212","Torque The Lounge","Lounge,Casual Dining","Bavdhan","3.6","54","0.0","0","1600","Garlic Bread"
"213","Refuel Lounge & Bar","Bar,Casual Dining","Viman Nagar","3.6","9","0.0","0","1600",""
"214","Hakuna Matata","Bar,Casual Dining","Shivaji Nagar","4.2","2251","3.7","156","1600","Pizza, Pasta, Nachos, Peri Peri Fries, Cocktails, Beer, Dum Biryani"
"215","Barometer","Casual Dining","Kothrud","4.6","1591","4.3","1797","1500","Cocktails, Pizza, Pasta, Filtered Coffee, Nachos, Mocktails, Sangria"
"216","FC Road Social","Bar","Shivaji Nagar","4.3","2448","4.1","598","1500","Cocktails, Pizza, Nachos, Momos, Long Island Iced Tea, Beer, Biryani"
"217","Moshi Moshi","Casual Dining","Koregaon Park","4.2","420","3.9","120","1500","Sushi, Noodle, Khao Suey, Jasmine Rice, Rolls, Khau Suey, Mocktails"
"218","The Sassy Spoon","Casual Dining","Koregaon Park","4.6","2015","4.0","313","1500","Cocktails, Salad, Nachos, Fries, Pasta, Burgers, Mocktails"
"219","Incognito - Restaurant, Bar & Cafe","Bar,Casual Dining","Balewadi High Street, Baner","4.5","2130","4.1","1497","1500","Pasta, Pizza, Beer, Nachos, Mocktails, Cocktails, Burgers"
"220","Toit","Bar","Kalyani Nagar","4.7","1048","0.0","0","1500","Pizza, Cheese Balls, Cocktails, Sangria, Steak, Brewed Beer, Chicken Wings"
"221","Green Park","Casual Dining,Bar","Hotel Green Park, Baner","4.1","1722","4.2","729","1500","Mocktails, Butter Chicken, Nachos, Roti, Naan, Brownie, Chilli Paneer"
"222","Elephant & Co.","Microbrewery","Baner","4.3","471","4.1","238","1500","Cocktails, Popcorn, Sangria, Beer, Mushroom Crepe, Pasta, Mocktails"
"223","Laa Unico","Casual Dining","Swargate","4.6","1547","4.0","290","1500","Mocktails, Pizza, Panipuri, Pasta, Pav Bhaji Fondue, Khaman Oxide, Nachos"
"224","Yana Sizzlers & Wok","Casual Dining","FC Road","4.4","2497","0.0","0","1500","Mocktails, Tomato Soup, Brownie, Prawn Sizzler, Chocolate Mousse, Shanghai Chicken, Apple Pie"
"225","Arthur's Theme","Casual Dining,Bar","Koregaon Park","4.6","2703","4.3","1030","1500","Pasta, Fish, Steak, Salad, Mocktails, Cocktails, Lemon Souffle"
"226","Le Stone","Casual Dining,Bar","Ravet","4.5","1447","0.0","0","1500","Cocktails, Mocktails, Dum Biryani, Cheese Corn Balls, Brownie"
"227","German Bakery Wunderbar","Casual Dining","Law College Road","4.1","2679","3.8","1444","1500","Pizza, Pasta, Cheesecake, Burgers, Hot Chocolate, Coffee, Cocktails"
"228","The Mint Leaf Resto Lounge","Lounge,Casual Dining","Bavdhan","3.9","146","3.5","92","1500","Garlic Naan"
"229","Sorted. Delicatessen","Café","Kalyani Nagar","4.5","424","3.9","600","1500","Pizza, Tiramisu, Salad, Butter Chicken, Pancakes, Sandwich, Pasta"
"230","Cafe Paashh","Café","Kalyani Nagar","4.7","456","0.0","0","1500","Cheesecake, Soba Noodles, Watermelon Cooler, Falafel, Gol Gappe, Coffee, Guava Ice Cream"
"231","Merlin's Bar - The Orchid Hotel","Bar","The Orchid Hotel, Balewadi","3.7","68","0.0","0","1500","Mocktails"
"232","Bantoos","Casual Dining","Baner","4.1","119","0.0","0","1500",""
"233","Squisito","Casual Dining","Koregaon Park","4.4","918","4.2","1002","1500","Pasta, Pizza, Nachos, Ravioli, Risotto, Tomato Soup, Garlic Bread"
"234","Mughal Sarai","Casual Dining,Bar","Kondhwa","4.3","695","3.9","1522","1500","Butter Chicken, Tandoori Chicken, Biryani, Naan, Murgh Platter, Rumali Roti, Khamiri Roti"
"235","German Bakery Wunderbar","Casual Dining","Law College Road","4.1","2679","3.8","1444","1500","Pizza, Pasta, Cheesecake, Burgers, Hot Chocolate, Coffee, Cocktails"
"236","German Bakery","Casual Dining,Café","Koregaon Park","4.2","4765","3.5","914","1100","Coffee, Pizza, Hot Chocolate, Pasta, Cheesecake, Sandwich, Burgers"
"237","German Bakery Wunderbar","Casual Dining","Kothrud","3.0","91","0.0","0","1000",""
"238","German Bakery Wunderbar","Casual Dining","Kalyani Nagar","4.0","203","3.9","344","1000","Cocktails, Hot Chocolate, Pizza, Mango Cheesecake, Burgers, Fries, Tea"
"239","German Bakery Wunderbar","Casual Dining,Bar","Lonavala","4.0","826","3.8","25","1000","Pizza, Hot Chocolate, Coffee, Cheesecake, Chips, Fish, Omelette"
"240","The Beer Cafe","Bar,Casual Dining","Phoenix Market City, Viman Nagar","3.9","547","0.0","0","1500","Beer, Mocktails, Nachos, Cocktails, Paneer Tikka, Pizza, Chicken Tenders"
"241","The Bar Tales","Bar,Casual Dining","Bavdhan","4.0","298","3.8","114","1500","Nachos, Cocktails, Brownie, Mashed Potato, Sangria, Garlic Bread, Burmese Khao Suey"
"242","Zanzibar - The Central Park Hotel","Lounge,Pub","The Central Park Hotel, Bund Garden Road","3.2","67","0.0","0","1500",""
"243","Shatranj Wine & Dine","Casual Dining,Bar","Koregaon Park","3.8","306","3.6","32","1500","Mocktails, Cocktails, Tandoori Chicken, Popcorn, Jeera Rice, Paneer Tikka, Beer"
"244","Bait Brasserie","Casual Dining,Bar","Deccan Gymkhana","3.8","76","0.0","0","1500","Neer Dosa, Cocktails, Wasabi Prawns, Crackling Spinach, Bacon Pizza, Panna Cotta"
"245","Cafe Blu - Radisson Blu","Casual Dining,Bar","Radisson Blu, Hinjawadi","4.4","1060","0.0","0","1500","Salad, Pasta, Noodle, Lunch Buffet, Chaat, Breakfast Buffet, Panipuri"
"246","Marine Drive","Casual Dining,Bar","Hinjawadi","4.0","1342","3.1","45","1500","Cocktails, Mocktails, Pizza, Tomato Soup, Pasta, Butter Chicken, Sea Food"
"247","Bossa Nova","Casual Dining,Bar","Deccan Gymkhana","3.5","53","0.0","0","1500",""
"248","Mahesh Lunch Home","Casual Dining,Bar","Camp Area","4.1","599","4.2","139","1500","Sea Food, Fish, Neer Dosa, Masala Prawn, Appam, Lobster, Surmai Curry"
"249","Ice N Fire SkyLounge","Casual Dining","Baner","4.2","390","0.0","0","1500","Cocktails, Mocktails, Thin Crust Pizza, Pasta, Fish, Gulab Jamun, Bloody Mary"
"250","Golden Curry","Casual Dining,Bar","Chinchwad","3.6","205","3.8","153","1500","Sea Food, Masala Papad, Manchow Soup, Neer Dosa, Veg Platter, Dal Tadka, Thai Green Curry"
"251","3 Spices - DoubleTree By Hilton Hotel","Casual Dining,Bar","DoubleTree By Hilton Hotel","3.8","299","0.0","0","1500","Fish, Biryani, Pasta, Salad, Kachori, Roti, Kheer"
"252","World Of Veg","Casual Dining","Shivaji Nagar","4.2","1264","0.0","0","1500","Pizza, Mocktails, Pasta, Paan Kulfi, Paan Shot, Peshawari Paneer Tikka, Spicy Guava Mocktail"
"253","Deccan Harvest","Casual Dining","Magarpatta","3.9","276","0.0","0","1500","Chicken Wings, Pasta, Mocktails, Pizza, Potli Biryani, Cocktails, Beer"
"254","High Spirits","Bar,Pub","Mundhwa","4.4","2435","0.0","0","1500","Cocktails, Nachos, Pizza, Sangria, Burgers, Mojito, Pasta"
"255","Bamboo House","Casual Dining,Bar","Shivaji Nagar","3.5","527","3.8","71","1500","Tandoori Chicken, Mocktails, Murgh Platter, Butter Chicken, Roti, Naan, Manchow Soup"
"256","Nation 52","Bar,Casual Dining","Karve Nagar","4.0","316","4.1","994","1500","Brownie, Chicken Amritsari, Peshawari Paneer, Chicken Biryani, Chicken Manchow Soup, Chicken Satay, Noodle"
"257","Olive Wheat Grape","Casual Dining","Erandwane","4.2","392","3.9","53","1500","Mocktails, Pasta, Salad, Brownie Shake, Goat Curry, Veg Supreme Pizza, Pita Bread"
"258","TTF - The Tenth Floor","Bar,Casual Dining","Baner","4.4","708","0.0","0","1500",""
"259","Thikana","Bar,Casual Dining","White Square, Hinjawadi","4.2","2092","0.0","0","1500","Cocktails, Pizza, Beer, Chicken Nachos, Mongolian Chicken, Pasta, Chicken Bao"
"260","Masemari - The Fishing","Casual Dining","Bavdhan","3.9","176","3.8","241","1500","Sea Food, Fish, Bombil Fry, Prawn Pulav, Salmon, Sol Kadhi, Garlic Prawn"
"261","Deli - Vivanta Pune","Casual Dining,Bakery","Vivanta Pune, Hinjewadi","3.6","20","3.6","27","1500",""
"262","Toscano","Casual Dining","Koregaon Park","3.6","36","0.0","0","1500",""
"263","Whispering Windows","Casual Dining,Bar","Valvan Village Resort, Lonavala","0.0","0","0.0","0","1500",""
"264","Sabores European Bistro","Bar","Shivaji Nagar","4.0","321","3.9","66","1500","Pizza, Sandwich, Pasta, Fries, Mojito, Cheesecake, Schnitzel"
"265","BMG - Unplugged","Bar,Casual Dining","Amanora Town Centre, Hadapsar","4.4","2525","0.0","0","1500","Cocktails, Pasta, Sangria, Mocktails, Pizza, Pav Bhaji Fondue, Biryani"
"266","Timo","Café","Bavdhan","4.1","87","0.0","0","1500",""
"267","The Cliff","Casual Dining,Bar","Bavdhan","3.9","322","0.0","0","1500","Chicken Biryani, Lahori Chicken, Cocktails, French Onion Soup, Noodle, Momos, Chicken Handi"
"268","Barbacoa Resto - Lounge","Casual Dining,Lounge","Bavdhan","4.0","491","3.8","569","1500","Spring Roll, Naan, Mocktails, Beer, Butter Chicken, Cocktails, Kulfi"
"269","Billy's BrewStirs","Pub,Casual Dining","Aundh","3.8","36","0.0","0","1500",""
"270","Ironbar 'n' Grill","Bar,Casual Dining","Pubtown, Creaticity Mall, Yerawada","4.3","467","3.9","32","1500","Cocktails, Sangria, Nachos, Long Island Iced Tea, Pizza, Mocktails, Apple Pie"
"271","Tamanna Multi Cuisine Restaurant & Bar","Casual Dining,Bar","Hotel Tamanna Executive, Hinjewadi","2.9","380","3.8","503","1500","Biryani, Roti, Naan, Dum Aloo, Chai, Veg Platter, Gulab Jamun"
"272","Taste Of Punjab","Casual Dining,Bar","Viman Nagar","4.2","366","0.0","0","1500","Panipuri, Rabri, Dal Makhani, Paratha, Chicken Dosa, Chaat, Halwa"
"273","Sukoon Village","Casual Dining","Hadapsar","3.4","82","0.0","0","1500",""
"274","Atithi","Casual Dining,Bar","Kothrud","3.6","82","3.9","88","1500","Mocktails, Biryani"
"275","Gourmet Avenue - Hyatt Regency Pune","Bakery","The Hyatt Regency, Nagar Road","4.0","85","0.0","0","1500","Coffee, Tiramisu, Sandwich, Tea"
"276","What's Your Scene","Bar,Casual Dining","Shivaji Nagar","3.9","110","0.0","0","1500",""
"277","Bhajan Singh Da Dhaba","Casual Dining","Talegaon","2.7","300","0.0","0","1500","Tandoori Chicken, Masala Papad, Chicken Lamba, Lassi, Roti, Dal Tadka, Biryani"
"278","सोBar","Bar,Casual Dining","Kothrud","4.1","299","3.5","252","1500","Cocktails, Salad, Burgers, Mutton Keema Pav, Pasta, Butter Chicken, Beer"
"279","Ecstasy Bar And Eatery","Lounge,Casual Dining","Kothrud","4.0","670","3.7","814","1500","Pizza, Chicken Lollipop, Cocktails, Nachos, Tandoori Chicken, Beer, Fries"
"280","Lollapalooza","Lounge,Casual Dining","Pimple Saudagar","4.3","1257","3.4","100","1500","Cocktails, Pasta, Mocktails, Honey Chilli Potatoes, Beer, Paneer Tikka, French Fries"
"281","Boulevard - The Orchid Hotel","Casual Dining","The Orchid Hotel, Balewadi","3.9","506","0.0","0","1500","Salad, Fish, Butter Naan, Gulab Jamun, Pizza, Pasta, Chaat"
"282","Kava -  Fairfield by Marriott Pune","Casual Dining","Kharadi","3.7","52","0.0","0","1500","Chicken Breast"
"283","Hackers Kitchen & Bar","Casual Dining,Bar","Kharadi","4.1","333","0.0","0","1500","Mocktails, Beer, Murgh Angara, Cheese Corn Balls, Pasta"
"284","Prestone Resto Bar","Bar,Casual Dining","Wakad","3.8","357","3.5","612","1500","Manchow Soup, Biryani, Naan, Mocktails, Paneer Lababdar, Pasta, Murgh Angara"
"285","Spice It - Hotel Ibis","Casual Dining","Hotel Ibis, Viman Nagar","4.0","422","0.0","0","1500","Salad, Breakfast Buffet, Biryani, Dal Makhani, Pasta, Fish Curry, Dum Ka Gosht"
"286","Pecos R.E.D","Casual Dining","Viman Nagar","3.9","77","0.0","0","1500","Murgh Ghee Roast, Wine, Ghee Dosa, Beer, Caramel Cake, Chicken Curry, Sangria"
"287","Magnum Opus","Casual Dining","Pimple Saudagar","4.2","732","3.5","806","1500","Chicken Biryani, Gulab Jamun, Chaat, Mocktails, Gajar Ka Halwa, Cocktails, Pasta"
"288","Playoffs Sport Lounge","Lounge","Viman Nagar","3.7","126","0.0","0","1500","Pasta, Mocktails, Pizza, Cocktails, Fries, Chicken Tikka, Fish"
"289","Neptune - Fortune Inn Exotica","Casual Dining,Bar","Rajiv Gandhi IT Park, Hinjewadi","2.3","24","0.0","0","1500",""
"290","Forest Resto Bar And Lounge","Bar,Casual Dining","Dhanori","2.9","7","0.0","0","1500",""
"291","Crème Della","Casual Dining","Della Adventure Resort","4.1","260","0.0","0","1500","Pasta, Gujrati Thali, Dal Makhani"
"292","Sahil Resto Bar","Casual Dining,Bar","Tilak Road","3.0","18","0.0","0","1500",""
"293","Kebab Unlimited - Hotel Hindusthan International","Casual Dining","Hotel Hindusthan International, Viman Nagar","2.9","77","0.0","0","1500","Chicken Tikka, Fish Curry, Butter Naan"
"294","Zodiac - Fortune Select Dasve","Café,Casual Dining","Fortune Select Dasve, Lavasa","3.4","59","0.0","0","1500","Pizza, Tea, Dal Makhani"
"295","V - Deck","Bar,Casual Dining","Balewadi","3.9","516","0.0","0","1500","Cocktails, Tandoori Chicken, Beer, Roti, Palak Paneer, Mocktails, Hot Chocolate Fudge"
"296","Orbit","Casual Dining","Kothrud","4.0","69","0.0","0","1500","Mocktails, Pizza, Pasta, Salad, Burgers"
"297","Avenue Restaurant and Bar","Casual Dining","FC Road","3.0","8","0.0","0","1500",""
"298","Frangipani - Oxford Golf Resort","Casual Dining","Lavale","3.3","17","0.0","0","1500",""
"299","Unlock - The Restobar - Keys Select Hotel","Lounge","Keys Hotel, Pimpri","3.0","24","0.0","0","1500",""
"300","BACKSTAGE","Lounge,Bar","Kharadi","3.3","8","0.0","0","1500",""
"301","Metro Lounge","Lounge","Koregaon Park","3.3","144","0.0","0","1500",""
"302","The Tequila House Lounge","Casual Dining","City Hub @ WTC, Kharadi","3.9","253","0.0","0","1500",""
"303","Alfresco Beyond the Eatery - Four Points by Sheraton","Casual Dining","Four Points by Sheraton, Viman Nagar","3.3","25","0.0","0","1500",""
"304","Pendulum Lounge and Bar Bank","Bar","Seasons Mall, Magarpatta","3.6","71","0.0","0","1500",""
"305","Mountain Bar & Bistro","Casual Dining","Hilton Shillim Estate Retreat & Spa,  Old Mumbai-Pune...","3.4","32","0.0","0","1500",""
"306","2 Pegs Down - Picaddle Resort","Bar,Casual Dining","Picaddle Resort, Lonavala","3.7","61","0.0","0","1500",""
"307","The Hub - Hotel Ibis","Bar,Casual Dining","Hotel Ibis, Viman Nagar","3.3","54","0.0","0","1500",""
